time,ax,ay,az,aT
312.990,-0.05,-0.06,-0.32,0.33
312.992,-0.06,-0.05,-0.25,0.26
312.993,-0.05,-0.06,-0.21,0.22
312.994,-0.01,-0.06,-0.30,0.30
313.002,-0.06,-0.05,-0.27,0.28
313.004,-0.09,-0.02,-0.32,0.33
313.010,-0.07,-0.07,-0.30,0.31
313.015,-0.02,-0.04,-0.25,0.25
313.020,-0.07,-0.04,-0.22,0.23
313.025,-0.03,-0.10,-0.22,0.24
313.029,-0.07,-0.05,-0.23,0.25
313.036,-0.10,-0.06,-0.33,0.35
313.040,-0.01,-0.00,-0.31,0.31
313.044,-0.10,-0.04,-0.30,0.32
313.053,-0.04,-0.05,-0.30,0.30
313.056,-0.07,-0.08,-0.24,0.26
313.062,-0.06,-0.02,-0.30,0.31
313.072,-0.09,-0.04,-0.34,0.35
313.074,-0.09,-0.03,-0.29,0.31
313.079,-0.08,-0.07,-0.29,0.31
313.080,-0.08,-0.03,-0.23,0.25
313.107,-0.04,-0.09,-0.28,0.30
313.109,-0.04,-0.02,-0.26,0.26
313.110,-0.05,-0.06,-0.30,0.31
313.112,-0.04,-0.04,-0.32,0.33
313.113,-0.03,-0.03,-0.25,0.25
313.114,-0.03,-0.05,-0.28,0.29
313.116,-0.03,-0.03,-0.28,0.28
313.121,-0.03,-0.04,-0.32,0.33
313.126,-0.06,-0.05,-0.35,0.36
313.132,-0.08,-0.03,-0.31,0.33
313.136,-0.04,-0.02,-0.29,0.30
313.137,-0.05,-0.04,-0.26,0.27
313.142,-0.06,-0.06,-0.29,0.30
313.147,-0.06,-0.08,-0.28,0.30
313.152,-0.07,-0.06,-0.34,0.36
313.156,-0.06,-0.05,-0.31,0.32
313.161,-0.07,-0.06,-0.29,0.30
313.167,-0.05,-0.06,-0.28,0.29
313.171,-0.03,-0.03,-0.29,0.29
313.176,-0.04,-0.05,-0.28,0.29
313.182,-0.03,-0.06,-0.28,0.28
313.186,-0.06,-0.04,-0.30,0.31
313.192,-0.06,-0.03,-0.29,0.29
313.200,-0.02,-0.04,-0.30,0.30
313.206,-0.03,-0.07,-0.27,0.28
313.207,-0.08,-0.08,-0.31,0.33
313.211,-0.07,-0.06,-0.31,0.32
313.233,-0.05,-0.04,-0.34,0.35
313.236,-0.03,-0.04,-0.35,0.35
313.238,-0.01,-0.04,-0.29,0.29
313.240,-0.04,-0.04,-0.29,0.30
313.242,-0.08,-0.05,-0.30,0.31
313.243,-0.09,-0.05,-0.30,0.32
313.247,-0.07,-0.05,-0.30,0.31
313.253,-0.04,-0.03,-0.30,0.30
313.257,-0.03,-0.05,-0.30,0.30
313.264,-0.04,-0.05,-0.29,0.30
313.268,-0.12,0.41,-0.31,0.52
313.273,-0.33,1.35,-0.23,1.41
313.277,-0.19,1.55,-0.26,1.59
313.283,-0.06,1.54,-0.45,1.60
313.287,-0.04,1.59,-0.42,1.65
313.293,-0.07,1.27,-0.26,1.30
313.298,-0.37,1.45,-0.13,1.50
313.302,-0.24,1.93,-0.08,1.95
313.308,-0.03,1.62,-0.18,1.63
313.316,0.05,1.20,-0.38,1.25
313.318,0.17,1.21,-0.41,1.28
313.324,0.10,0.74,-0.33,0.82
313.328,0.11,-0.18,-0.28,0.35
313.334,-0.06,-0.67,-0.20,0.70
313.342,0.04,-0.56,-0.38,0.68
313.344,0.02,-0.34,-0.36,0.50
313.358,-0.20,-0.03,-0.41,0.45
313.360,-0.03,-0.29,-0.48,0.56
313.363,-0.18,-0.48,-0.20,0.55
313.365,-0.24,-0.43,-0.11,0.50
313.368,-0.09,-0.51,-0.34,0.62
313.373,-0.10,-0.24,-0.40,0.48
313.392,0.07,-0.04,-0.46,0.47
313.394,0.22,-0.27,-0.31,0.47
313.395,0.18,-0.03,-0.17,0.25
313.397,0.12,0.14,-0.11,0.22
313.401,0.00,0.42,-0.24,0.49
313.403,-0.05,0.36,-0.27,0.45
313.408,-0.13,0.13,-0.22,0.29
313.416,0.00,-0.06,-0.28,0.29
313.419,-0.16,-0.10,-0.21,0.28
313.429,-0.07,-0.62,-0.24,0.67
313.431,-0.20,-0.39,-0.35,0.56
313.434,-0.08,-0.55,-0.43,0.70
313.439,-0.24,-0.51,-0.37,0.67
313.445,-0.14,-0.38,-0.28,0.50
313.450,-0.11,-0.14,-0.15,0.23
313.454,-0.03,0.12,-0.24,0.27
313.459,0.08,-0.34,-0.20,0.41
313.468,0.19,-0.33,-0.40,0.55
313.470,0.20,-0.00,-0.37,0.42
313.475,0.11,0.12,-0.31,0.35
313.506,0.03,-0.09,-0.15,0.18
313.508,0.01,0.20,-0.26,0.33
313.510,0.09,-0.13,-0.15,0.22
313.511,-0.20,0.32,-0.27,0.46
313.512,0.02,-0.57,-0.44,0.72
313.513,-0.17,-0.29,-0.38,0.51
313.515,-0.01,0.10,-0.54,0.55
313.517,-0.14,-0.39,-0.37,0.55
313.520,-0.15,-0.52,-0.35,0.64
313.525,-0.22,0.01,-0.25,0.33
313.533,-0.09,-0.35,-0.24,0.43
313.536,-0.17,-0.03,-0.19,0.26
313.540,0.10,-0.58,-0.30,0.66
313.548,0.12,-0.06,-0.22,0.26
313.551,0.20,-0.07,-0.31,0.37
313.555,0.05,-0.48,-0.06,0.49
313.561,0.14,0.11,-0.27,0.32
313.565,0.06,0.37,-0.35,0.51
313.571,0.02,-0.02,-0.27,0.27
313.575,-0.07,-0.38,-0.34,0.51
313.581,-0.18,-0.29,-0.30,0.45
313.586,-0.08,0.02,-0.35,0.36
313.591,-0.17,0.22,-0.46,0.54
313.599,0.08,-0.37,-0.39,0.55
313.600,-0.13,-0.05,-0.23,0.27
313.603,-0.13,-0.24,-0.23,0.35
313.608,-0.19,-0.37,-0.24,0.48
313.624,-0.11,0.05,-0.43,0.44
313.626,0.13,-0.03,-0.35,0.37
313.629,0.14,-0.28,-0.17,0.36
313.632,0.01,-0.37,-0.18,0.41
313.633,0.01,-0.43,-0.17,0.46
313.636,-0.10,-0.13,-0.25,0.30
313.641,-0.17,-0.00,-0.30,0.35
313.646,0.07,-0.40,-0.38,0.56
313.651,-0.03,0.15,-0.31,0.34
313.656,-0.00,-0.26,-0.16,0.30
313.661,-0.08,-0.43,-0.14,0.46
313.667,0.03,-0.03,-0.32,0.32
313.672,-0.10,0.23,-0.42,0.49
313.678,-0.06,-0.18,-0.50,0.54
313.683,-0.15,-0.10,-0.33,0.38
313.688,-0.09,-0.13,-0.04,0.16
313.692,-0.11,-0.02,-0.12,0.17
313.698,0.06,-0.19,-0.41,0.45
313.702,0.01,0.04,-0.45,0.45
313.709,-0.04,-0.07,-0.43,0.43
313.721,-0.12,-0.41,-0.21,0.48
313.722,-0.09,-0.36,-0.08,0.38
313.725,-0.01,-0.05,-0.21,0.22
313.756,0.05,-0.02,-0.30,0.31
313.758,0.04,-0.30,-0.31,0.43
313.759,-0.03,-0.50,-0.30,0.58
313.762,-0.07,-0.27,-0.17,0.33
313.764,-0.00,-0.11,-0.27,0.29
313.765,0.05,-0.20,-0.30,0.37
313.767,-0.06,0.04,-0.16,0.18
313.768,-0.01,0.07,-0.34,0.35
313.769,-0.06,-0.18,-0.33,0.38
313.773,-0.17,-0.12,-0.16,0.26
313.779,0.03,0.08,-0.32,0.33
313.783,0.12,0.10,-0.38,0.41
313.790,-0.01,-0.07,-0.34,0.35
313.795,-0.07,-0.29,-0.40,0.50
313.799,-0.01,-0.51,-0.31,0.60
313.803,0.02,-0.75,-0.23,0.79
313.814,0.11,-1.25,-0.16,1.26
313.816,0.01,-1.30,-0.05,1.30
313.819,-0.03,-1.28,-0.29,1.31
313.824,-0.09,-1.68,-0.35,1.72
313.830,-0.16,-2.14,-0.33,2.18
313.833,-0.08,-1.83,-0.47,1.89
313.839,-0.05,-1.58,-0.22,1.60
313.847,-0.17,-1.23,-0.06,1.24
313.849,0.05,-1.14,-0.23,1.16
313.854,-0.31,-0.51,-0.35,0.69
313.881,-0.15,-0.02,-0.50,0.53
313.882,-0.08,-0.54,-0.36,0.65
313.884,-0.54,0.59,-0.23,0.83
313.885,0.32,-0.02,-0.29,0.43
313.887,0.17,0.15,-0.26,0.34
313.888,-0.01,0.17,0.08,0.19
313.890,0.13,0.08,-0.28,0.32
313.895,-0.05,0.37,-0.39,0.54
313.899,-0.02,0.01,-0.26,0.26
313.904,0.06,0.21,-0.39,0.44
313.910,0.02,0.06,-0.09,0.11
313.914,0.02,-0.22,-0.18,0.28
313.920,-0.12,-0.15,-0.40,0.44
313.925,-0.18,-0.01,-0.36,0.40
313.931,-0.21,-0.07,-0.59,0.63
313.934,-0.34,-0.13,-0.26,0.45
313.939,-0.16,0.04,-0.23,0.28
313.946,-0.02,0.10,-0.33,0.34
313.950,-0.04,-0.03,-0.15,0.16
313.955,0.05,0.03,-0.36,0.36
313.961,0.15,0.16,-0.40,0.45
313.965,0.05,0.19,-0.27,0.33
313.970,0.01,0.10,-0.28,0.30
313.978,0.03,0.12,-0.15,0.19
313.980,-0.06,0.24,-0.28,0.37
313.985,-0.03,0.08,-0.29,0.30
313.990,-0.06,0.03,-0.33,0.34
313.999,-0.01,-0.03,-0.32,0.32
314.001,-0.05,-0.13,-0.37,0.39
314.028,-0.17,-0.11,-0.28,0.34
314.030,-0.10,-0.09,-0.32,0.35
314.032,-0.19,0.12,-0.39,0.45
314.033,-0.03,0.04,-0.35,0.36
314.035,0.01,-0.06,-0.28,0.29
314.035,0.09,0.09,-0.23,0.26
314.036,0.11,0.05,-0.19,0.22
314.042,0.02,0.11,-0.23,0.26
314.046,0.02,0.14,-0.34,0.37
314.050,-0.08,0.17,-0.29,0.34
314.056,-0.01,0.07,-0.31,0.31
314.063,0.01,0.03,-0.20,0.21
314.064,0.01,0.01,-0.19,0.19
314.065,-0.05,-0.02,-0.26,0.26
314.071,-0.07,-0.09,-0.40,0.42
314.076,-0.09,-0.07,-0.45,0.46
314.081,-0.14,-0.04,-0.37,0.40
314.086,-0.14,-0.06,-0.27,0.31
314.091,-0.05,0.01,-0.23,0.24
314.096,0.01,0.07,-0.19,0.20
314.101,0.01,0.07,-0.24,0.24
314.108,-0.05,0.03,-0.30,0.31
314.112,-0.01,0.07,-0.33,0.34
314.116,0.00,0.12,-0.31,0.34
314.121,-0.01,0.13,-0.27,0.29
314.128,0.02,0.07,-0.23,0.24
314.134,0.01,0.07,-0.23,0.24
314.137,-0.06,-0.00,-0.32,0.32
314.146,-0.08,-0.01,-0.36,0.37
314.150,-0.07,0.01,-0.36,0.36
314.153,-0.08,0.01,-0.31,0.32
314.182,-0.11,0.01,-0.27,0.30
314.183,-0.10,-0.03,-0.27,0.28
314.185,-0.06,-0.01,-0.28,0.28
314.186,-0.04,0.01,-0.29,0.29
314.187,0.03,0.03,-0.32,0.33
314.189,0.05,0.08,-0.29,0.30
314.190,0.02,0.07,-0.28,0.28
314.193,0.01,0.05,-0.26,0.27
314.197,0.04,0.06,-0.28,0.29
314.203,0.01,0.08,-0.28,0.29
314.207,-0.01,0.07,-0.28,0.28
314.212,0.01,0.05,-0.27,0.28
314.218,-0.02,0.03,-0.24,0.24
314.224,-0.08,0.01,-0.27,0.28
314.228,-0.12,0.01,-0.32,0.34
314.233,-0.09,-0.02,-0.34,0.35
314.237,-0.04,-0.03,-0.36,0.36
314.243,-0.01,0.00,-0.31,0.31
314.248,-0.01,0.03,-0.26,0.26
314.253,-0.00,0.04,-0.27,0.28
314.261,0.00,0.05,-0.32,0.32
314.263,-0.03,0.07,-0.32,0.33
314.267,-0.03,0.07,-0.26,0.27
314.287,-0.02,0.08,-0.24,0.26
314.288,-0.01,0.07,-0.24,0.25
314.290,-0.01,0.06,-0.23,0.24
314.294,-0.02,0.07,-0.26,0.27
314.294,-0.01,0.06,-0.32,0.32
314.299,-0.02,0.01,-0.32,0.32
314.304,-0.01,0.01,-0.32,0.32
314.309,0.00,-0.00,-0.28,0.28
314.313,-0.05,0.02,-0.23,0.23
314.319,-0.05,0.02,-0.28,0.28
314.324,-0.05,0.06,-0.29,0.30
314.329,-0.07,0.04,-0.31,0.32
314.334,-0.04,0.08,-0.32,0.33
314.340,0.01,0.05,-0.25,0.26
314.345,0.04,0.05,-0.27,0.28
314.349,0.03,0.08,-0.26,0.27
314.354,0.02,0.05,-0.25,0.26
314.360,-0.03,0.03,-0.32,0.32
314.364,-0.03,0.02,-0.35,0.35
314.370,-0.02,0.02,-0.29,0.29
314.377,-0.05,0.04,-0.24,0.25
314.380,-0.09,0.01,-0.27,0.29
314.385,-0.08,0.02,-0.29,0.31
314.395,-0.01,0.03,-0.31,0.31
314.397,-0.00,0.03,-0.31,0.31
314.401,-0.06,0.05,-0.31,0.31
314.407,-0.06,0.05,-0.29,0.30
314.411,0.03,0.08,-0.27,0.28
314.418,0.00,0.07,-0.24,0.25
314.420,0.01,0.07,-0.34,0.35
314.430,-0.03,0.04,-0.30,0.31
314.432,-0.01,0.05,-0.28,0.29
314.435,-0.06,0.07,-0.27,0.29
314.471,-0.05,0.03,-0.24,0.25
314.474,-0.04,0.09,-0.22,0.24
314.476,-0.07,-0.00,-0.27,0.28
314.477,-0.08,0.04,-0.22,0.24
314.479,-0.03,0.03,-0.33,0.34
314.481,-0.02,0.04,-0.28,0.29
314.482,-0.06,0.04,-0.25,0.26
314.483,-0.00,0.05,-0.23,0.23
314.485,-0.03,0.05,-0.34,0.34
314.486,0.00,0.01,-0.34,0.34
314.491,-0.03,0.02,-0.30,0.31
314.496,-0.04,0.06,-0.24,0.26
314.501,-0.01,0.05,-0.29,0.30
314.508,-0.04,0.06,-0.30,0.31
314.512,0.00,0.01,-0.24,0.24
314.517,-0.06,0.02,-0.34,0.34
314.522,-0.03,0.00,-0.28,0.28
314.527,-0.04,-0.03,-0.28,0.28
314.533,-0.07,0.02,-0.27,0.28
314.534,-0.04,0.04,-0.27,0.28
314.535,-0.07,0.04,-0.31,0.32
314.543,-0.06,0.03,-0.30,0.31
314.546,-0.03,0.06,-0.23,0.24
314.552,-0.10,0.05,-0.29,0.31
314.559,-0.03,0.05,-0.23,0.24
314.561,-0.01,0.07,-0.23,0.24
314.566,0.01,0.05,-0.27,0.28
314.587,-0.03,0.04,-0.30,0.31
314.590,-0.04,0.04,-0.37,0.38
314.591,-0.05,0.03,-0.31,0.31
314.592,-0.04,0.02,-0.25,0.26
314.594,-0.06,0.05,-0.24,0.26
314.597,-0.05,0.07,-0.27,0.28
314.603,-0.05,0.03,-0.29,0.30
314.608,-0.02,-0.01,-0.28,0.28
314.612,-0.05,0.03,-0.31,0.32
314.617,-0.01,0.05,-0.29,0.29
314.625,-0.04,0.05,-0.23,0.24
314.627,-0.05,0.06,-0.29,0.30
314.632,-0.04,0.06,-0.29,0.30
314.638,-0.03,0.04,-0.27,0.28
314.643,-0.01,0.05,-0.31,0.32
314.648,-0.04,0.04,-0.31,0.31
314.652,-0.03,0.03,-0.24,0.25
314.658,-0.05,0.05,-0.23,0.24
314.662,-0.04,0.05,-0.25,0.26
314.667,-0.02,0.05,-0.29,0.30
314.672,-0.03,0.04,-0.29,0.29
314.680,-0.03,0.02,-0.30,0.31
314.683,-0.04,0.02,-0.32,0.33
314.692,-0.04,0.04,-0.30,0.30
314.694,-0.02,0.06,-0.30,0.30
314.698,-0.02,0.06,-0.28,0.28
314.721,-0.04,0.04,-0.28,0.28
314.723,-0.04,0.03,-0.30,0.31
314.725,-0.03,0.05,-0.30,0.31
314.726,-0.06,0.05,-0.27,0.28
314.728,-0.07,0.03,-0.27,0.28
314.729,-0.05,0.03,-0.30,0.30
314.734,-0.05,0.04,-0.30,0.31
314.738,-0.04,0.05,-0.29,0.30
314.744,-0.05,0.04,-0.25,0.26
314.748,-0.06,0.02,-0.27,0.28
314.755,-0.06,0.03,-0.28,0.29
314.760,-0.04,0.04,-0.28,0.29
314.764,-0.04,0.05,-0.30,0.31
314.768,-0.03,0.06,-0.30,0.30
314.775,-0.07,0.05,-0.29,0.30
314.778,-0.07,0.03,-0.29,0.29
314.784,-0.04,0.03,-0.31,0.32
314.790,-0.05,0.04,-0.26,0.27
314.795,-0.05,0.05,-0.30,0.30
314.799,-0.05,0.04,-0.26,0.27
314.806,-0.05,0.06,-0.29,0.30
314.810,0.01,0.06,-0.31,0.32
314.814,-0.01,0.03,-0.28,0.28
314.824,-0.05,0.06,-0.27,0.28
314.826,-0.03,0.02,-0.33,0.33
314.830,-0.01,0.03,-0.26,0.26
314.834,-0.09,0.05,-0.28,0.30
314.860,-0.05,0.05,-0.26,0.27
314.862,-0.03,0.04,-0.27,0.28
314.864,-0.03,0.03,-0.25,0.25
314.865,-0.06,0.03,-0.30,0.31
314.867,-0.01,0.05,-0.26,0.27
314.869,-0.03,0.01,-0.26,0.26
314.870,-0.05,0.06,-0.29,0.30
314.875,-0.06,0.01,-0.30,0.31
314.880,0.11,-0.50,-0.25,0.57
314.890,0.45,-1.89,-0.41,1.98
314.891,-0.00,-1.32,-0.42,1.39
314.894,-0.28,-0.44,0.14,0.54
314.899,0.25,-2.04,-0.30,2.07
314.905,-0.47,-1.61,-0.27,1.70
314.910,0.12,-1.78,-0.40,1.83
314.918,0.30,-2.21,-0.60,2.31
314.921,-0.36,-0.93,0.02,1.00
314.925,0.10,-1.30,-0.22,1.32
314.931,-0.02,-1.00,-0.66,1.20
314.937,-0.37,-0.22,-0.18,0.47
314.941,-0.17,-0.10,-0.31,0.37
314.947,-0.06,0.52,-0.24,0.58
314.950,0.06,0.57,-0.13,0.59
314.955,0.25,-0.05,-0.19,0.32
314.962,0.30,0.35,-0.35,0.58
314.965,0.09,0.79,-0.33,0.86
314.975,-0.07,0.25,-0.27,0.37
314.981,0.14,-0.12,-0.40,0.44
315.010,-0.12,0.53,-0.18,0.58
315.013,-0.03,-0.03,-0.06,0.07
315.014,-0.04,-0.19,-0.39,0.44
315.016,-0.20,-0.15,-0.16,0.29
315.018,-0.01,-0.02,-0.28,0.28
315.019,0.03,-0.43,-0.58,0.72
315.021,-0.39,-0.19,-0.18,0.47
315.024,-0.11,-0.08,-0.32,0.35
315.025,-0.12,0.60,-0.24,0.66
315.026,0.06,0.18,-0.04,0.20
315.027,0.10,0.18,-0.17,0.27
315.036,0.21,0.11,-0.26,0.35
315.040,0.00,0.32,-0.28,0.42
315.041,0.11,0.16,-0.51,0.54
315.047,-0.01,0.30,-0.30,0.42
315.053,-0.01,0.44,-0.28,0.53
315.057,0.03,0.39,-0.15,0.42
315.067,-0.10,0.14,0.08,0.18
315.068,-0.25,-0.03,-0.24,0.35
315.074,-0.21,-0.25,-0.49,0.59
315.078,-0.12,-0.03,-0.60,0.61
315.082,-0.06,0.12,-0.60,0.62
315.088,-0.07,-0.26,-0.17,0.32
315.098,-0.06,-0.18,-0.02,0.19
315.100,0.05,0.01,-0.06,0.08
315.108,-0.04,0.07,-0.13,0.16
315.110,0.06,0.06,-0.35,0.36
315.147,0.10,0.38,-0.30,0.50
315.149,0.12,0.44,-0.17,0.48
315.150,0.09,0.05,-0.22,0.24
315.152,0.04,-0.03,-0.17,0.18
315.156,0.00,0.25,-0.36,0.44
315.158,-0.07,0.28,-0.58,0.65
315.159,-0.13,0.24,-0.37,0.46
315.160,-0.13,0.34,-0.21,0.42
315.161,-0.21,0.34,-0.08,0.41
315.163,-0.26,-0.02,-0.12,0.29
315.164,-0.15,-0.28,-0.57,0.66
315.172,-0.16,0.07,-0.59,0.62
315.174,-0.07,0.14,-0.37,0.40
315.179,0.05,0.01,-0.22,0.23
315.189,0.05,0.14,0.01,0.15
315.191,0.08,0.16,-0.09,0.19
315.193,0.05,-0.04,-0.29,0.29
315.199,-0.00,-0.25,-0.34,0.42
315.206,0.00,0.09,-0.45,0.46
315.208,0.18,0.33,-0.35,0.51
315.220,0.07,0.41,-0.09,0.43
315.222,0.03,0.11,-0.12,0.16
315.224,-0.13,0.17,-0.18,0.28
315.229,-0.24,0.27,-0.45,0.58
315.242,-0.24,0.27,-0.60,0.70
315.245,-0.08,0.12,-0.48,0.50
315.249,-0.03,0.12,-0.20,0.24
315.280,-0.02,0.14,-0.10,0.18
315.283,-0.13,0.00,-0.13,0.18
315.288,-0.10,0.05,-0.42,0.44
315.290,-0.16,0.24,-0.45,0.54
315.291,-0.06,0.17,-0.41,0.44
315.293,0.09,0.04,-0.17,0.20
315.294,-0.02,0.29,0.07,0.30
315.294,0.07,0.01,-0.11,0.13
315.295,-0.10,0.07,-0.29,0.31
315.297,0.03,-0.17,-0.49,0.52
315.303,-0.01,0.01,-0.53,0.53
315.313,0.07,-0.04,-0.26,0.27
315.315,-0.05,0.10,0.07,0.13
315.316,0.13,0.06,-0.15,0.21
315.321,-0.12,0.56,-0.29,0.65
315.325,-0.04,-0.05,-0.50,0.51
315.330,-0.11,0.22,-0.57,0.62
315.336,-0.08,0.16,-0.26,0.31
315.340,-0.04,0.34,-0.14,0.37
315.344,-0.01,0.27,-0.11,0.29
315.354,-0.07,0.11,-0.34,0.36
315.356,-0.05,0.21,-0.55,0.59
315.361,-0.23,0.17,-0.37,0.47
315.365,0.03,-0.07,-0.22,0.23
315.383,-0.11,0.18,0.04,0.22
315.384,0.04,-0.10,-0.11,0.15
315.386,0.21,-0.14,-0.32,0.41
315.387,-0.10,0.05,-0.37,0.39
315.390,0.03,-0.11,-0.45,0.47
315.397,0.02,0.10,-0.28,0.30
315.401,0.08,0.02,-0.10,0.13
315.406,0.04,0.34,-0.19,0.39
315.411,-0.00,0.86,-0.29,0.91
315.418,-0.21,1.24,-0.33,1.30
315.421,-0.11,1.22,-0.54,1.34
315.425,-0.14,1.34,-0.36,1.39
315.431,-0.01,1.29,-0.32,1.33
315.436,-0.03,2.09,-0.23,2.11
315.440,0.04,1.40,-0.29,1.43
315.446,-0.07,1.38,-0.51,1.48
315.451,0.04,1.97,-0.50,2.03
315.456,-0.02,1.48,-0.03,1.48
315.457,-0.09,1.91,-0.04,1.91
315.461,0.34,0.37,-0.09,0.51
315.470,0.26,0.62,-0.55,0.87
315.472,0.27,-0.02,-0.48,0.55
315.477,-0.05,-0.64,-0.22,0.68
315.481,-0.08,0.04,-0.22,0.24
315.490,-0.31,0.97,-0.10,1.02
315.494,0.28,0.63,-0.62,0.92
315.498,-0.28,2.07,-0.37,2.12
315.519,-0.12,1.28,-0.07,1.29
315.520,-0.08,0.61,-0.38,0.73
315.522,-0.10,1.26,-0.43,1.34
315.523,0.04,1.07,-0.19,1.09
315.525,0.40,1.37,-0.45,1.49
315.527,0.41,1.99,-0.10,2.03
315.534,0.07,2.02,0.24,2.03
315.537,0.28,1.19,-0.35,1.27
315.542,0.03,0.26,-0.16,0.31
315.552,-0.04,-0.42,-0.10,0.43
315.554,0.04,-0.36,-0.23,0.43
315.557,-0.04,-0.07,-0.19,0.20
315.562,-0.29,0.23,-0.37,0.52
315.568,-0.30,-0.33,-0.50,0.67
315.572,-0.49,-0.62,-0.26,0.83
315.577,-0.58,-0.56,-0.22,0.84
315.583,-0.40,-0.80,-0.31,0.95
315.587,-0.26,-0.37,-0.38,0.60
315.593,-0.03,0.08,-0.50,0.51
315.602,0.21,-0.27,-0.46,0.57
315.604,0.14,-0.41,-0.24,0.49
315.608,0.15,-0.37,-0.09,0.41
315.613,0.20,-0.15,-0.11,0.28
315.638,0.17,0.26,-0.24,0.40
315.640,0.24,0.10,-0.28,0.38
315.642,0.21,0.03,-0.19,0.29
315.644,0.06,0.01,-0.10,0.11
315.646,-0.10,-0.41,-0.10,0.43
315.647,-0.10,-0.58,-0.33,0.67
315.648,-0.10,-0.39,-0.47,0.62
315.654,-0.21,-0.25,-0.51,0.60
315.658,-0.24,-0.39,-0.51,0.68
315.669,-0.32,-0.30,-0.29,0.53
315.671,-0.28,-0.14,-0.24,0.39
315.673,-0.16,-0.21,-0.29,0.39
315.678,0.03,-0.40,-0.42,0.58
315.684,-0.07,-0.00,-0.46,0.47
315.688,0.04,-0.09,-0.33,0.35
315.694,0.02,-0.03,-0.19,0.20
315.699,0.03,-0.10,-0.05,0.12
315.703,0.03,-0.14,-0.02,0.14
315.709,0.06,-0.19,-0.26,0.33
315.715,-0.01,-0.13,-0.38,0.41
315.721,0.07,-0.48,-0.33,0.59
315.726,-0.01,-0.38,-0.36,0.52
315.729,-0.04,-0.51,-0.31,0.59
315.736,-0.11,-0.56,-0.28,0.63
315.738,-0.19,-0.27,-0.36,0.49
315.744,-0.19,-0.16,-0.22,0.33
315.754,-0.23,0.00,-0.29,0.37
315.755,-0.12,-0.17,-0.28,0.35
315.759,0.06,-0.29,-0.35,0.46
315.781,0.08,-0.05,-0.50,0.51
315.784,0.13,-0.13,-0.38,0.42
315.785,-0.04,-0.31,-0.21,0.37
315.787,-0.02,0.29,-0.30,0.42
315.789,0.16,-0.23,-0.26,0.38
315.790,-0.25,-0.23,-0.13,0.37
315.795,0.02,-0.62,-0.26,0.67
315.800,-0.15,-0.36,-0.18,0.43
315.804,-0.07,0.10,-0.42,0.44
315.810,0.05,-0.54,-0.36,0.65
315.816,-0.08,-0.64,-0.22,0.68
315.819,-0.10,-0.24,-0.12,0.29
315.825,-0.16,-0.54,-0.19,0.60
315.831,-0.07,-0.31,-0.48,0.58
315.835,-0.00,0.08,-0.48,0.49
315.840,0.30,-0.39,-0.25,0.55
315.846,0.12,-0.02,-0.23,0.26
315.851,0.08,-0.46,-0.13,0.49
315.855,-0.10,0.04,-0.03,0.11
315.860,-0.11,0.42,-0.39,0.59
315.867,-0.18,-0.08,-0.39,0.44
315.898,0.02,-0.21,-0.52,0.56
315.901,-0.25,0.30,-0.28,0.48
315.902,-0.03,-0.84,-0.09,0.84
315.903,-0.10,-0.42,-0.22,0.48
315.905,-0.06,-0.08,-0.40,0.42
315.907,-0.20,-0.39,-0.41,0.60
315.908,-0.17,-0.54,-0.52,0.77
315.909,-0.11,-0.46,-0.12,0.49
315.911,-0.11,-0.41,0.06,0.43
315.917,0.13,-0.19,-0.27,0.36
315.918,0.10,-0.08,-0.22,0.26
315.921,-0.00,-0.10,-0.42,0.43
315.926,-0.04,-0.24,-0.42,0.48
315.932,0.02,-0.37,-0.16,0.40
315.936,-0.05,0.22,-0.18,0.29
315.941,0.17,-0.11,-0.20,0.29
315.947,0.02,0.08,-0.25,0.26
315.952,0.00,-0.28,-0.39,0.48
315.956,-0.18,-0.26,-0.34,0.47
315.961,-0.13,-0.09,-0.46,0.49
315.967,-0.09,-0.10,-0.44,0.46
315.971,-0.07,-0.31,-0.26,0.41
315.976,-0.09,-0.22,-0.28,0.36
315.987,-0.06,-0.61,-0.26,0.67
315.990,-0.24,-0.31,-0.28,0.48
315.991,-0.04,-0.35,-0.33,0.49
316.015,-0.01,-0.30,-0.29,0.42
316.020,0.01,-0.29,-0.29,0.41
316.022,0.04,-0.39,-0.19,0.43
316.023,0.03,-0.46,-0.26,0.53
316.025,0.01,-0.64,-0.23,0.68
316.027,0.05,-1.14,-0.25,1.16
316.028,-0.03,-1.28,-0.19,1.29
316.033,-0.09,-1.55,-0.06,1.56
316.036,-0.12,-1.70,-0.23,1.72
316.042,0.03,-1.52,-0.53,1.61
316.049,-0.04,-1.19,-0.60,1.33
316.052,-0.12,-1.31,-0.51,1.42
316.057,-0.11,-2.00,-0.40,2.04
316.063,-0.30,-1.69,-0.30,1.74
316.067,-0.25,-0.97,-0.24,1.03
316.073,-0.04,-1.45,-0.38,1.50
316.079,-0.02,-0.85,-0.53,1.00
316.083,-0.07,0.54,-0.28,0.61
316.088,0.08,0.08,-0.17,0.20
316.092,0.22,-0.19,-0.20,0.35
316.098,0.22,0.19,-0.08,0.30
316.102,0.24,0.09,-0.23,0.35
316.108,0.08,0.24,-0.30,0.39
316.117,-0.00,0.21,-0.20,0.29
316.118,-0.01,0.16,-0.28,0.32
316.123,-0.01,0.12,-0.18,0.22
